student_id,fee_submission_date,day_of_month
39,2024-05-15,15
7,2024-06-29,29
11,2024-11-07,7
4,2023-07-24,24
63,2022-07-19,19
97,2022-06-24,24
62,2024-02-26,26
29,2023-02-16,16
94,2023-04-14,14
94,2024-04-12,12
11,2024-11-07,7
21,2022-12-30,30
92,2023-10-05,5
20,2023-08-27,27
49,2024-03-11,11
34,2023-04-03,3
81,2023-08-24,24
52,2022-06-24,24
97,2022-07-29,29
55,2022-07-23,23
12,2023-07-29,29
93,2024-01-06,6
58,2024-04-12,12
19,2024-03-30,30
89,2023-05-01,1
83,2023-05-29,29
30,2023-09-09,9
37,2024-03-02,2
41,2024-12-03,3
8,2023-04-01,1
2,2024-11-23,23
7,2024-11-23,23
49,2022-11-01,1
94,2022-04-12,12
77,2022-06-12,12
75,2024-05-28,28
33,2022-02-17,17
46,2022-04-12,12
28,2024-01-20,20
28,2022-02-21,21
82,2022-12-29,29
3,2023-08-31,31
87,2023-04-05,5
6,2024-09-04,4
33,2024-04-12,12
1,2023-03-16,16
8,2022-09-28,28
61,2023-03-03,3
92,2023-11-25,25
58,2023-07-07,7
35,2022-09-06,6
32,2021-12-12,12
90,2022-06-25,25
14,2022-07-20,20
31,2024-03-07,7
9,2022-11-13,13
64,2022-12-30,30
54,2024-01-05,5
44,2023-05-26,26
56,2022-12-27,27
44,2024-05-28,28
94,2023-01-27,27
100,2022-04-19,19
93,2023-11-20,20
4,2023-05-16,16
51,2023-04-03,3
46,2024-09-25,25
76,2023-01-12,12
92,2024-10-14,14
59,2022-02-25,25
11,2023-07-23,23
17,2024-07-18,18
48,2022-06-23,23
32,2022-06-24,24
10,2024-01-27,27
2,2022-12-27,27
98,2024-03-30,30
29,2024-07-15,15
37,2023-01-10,10
73,2023-09-09,9
59,2022-11-02,2
100,2023-12-29,29
85,2023-11-20,20
18,2023-06-04,4
34,2024-12-03,3
95,2024-11-23,23
19,2022-09-28,28
24,2022-03-24,24
16,2023-05-29,29
13,2023-06-27,27
51,2023-08-27,27
15,2024-08-31,31
60,2024-07-14,14
88,2023-10-21,21
35,2023-06-07,7
65,2024-10-29,29
46,2022-01-16,16
58,2024-12-03,3
84,2022-12-29,29
7,2024-03-11,11
45,2022-07-29,29
82,2023-04-26,26
98,2023-03-04,4
86,2022-10-09,9
76,2023-02-01,1
83,2024-03-07,7
14,2024-08-23,23
18,2024-03-20,20
94,2023-11-11,11
82,2024-03-11,11
66,2022-06-25,25
71,2024-06-29,29
6,2023-10-05,5
66,2022-06-12,12
16,2023-08-23,23
62,2024-04-17,17
67,2024-06-15,15
54,2022-02-17,17
65,2023-01-22,22
13,2023-09-09,9
51,2024-07-14,14
78,2022-02-25,25
36,2022-03-07,7
8,2023-02-02,2
61,2023-07-17,17
35,2024-05-04,4
27,2022-08-29,29
71,2022-08-09,9
73,2022-09-06,6
64,2024-09-21,21
38,2022-06-30,30
56,2022-06-30,30
76,2022-12-29,29
4,2022-08-16,16
24,2024-01-20,20
2,2022-02-28,28
51,2023-06-06,6
29,2022-06-12,12
50,2024-03-07,7
48,2023-03-03,3
82,2024-09-25,25
44,2022-12-09,9
1,2024-11-07,7
10,2023-05-01,1
16,2023-08-31,31
89,2023-11-13,13
34,2024-11-07,7
46,2023-01-23,23
5,2022-09-28,28
51,2024-09-04,4
93,2023-09-30,30
45,2024-01-04,4
53,2024-04-22,22
66,2023-03-16,16
95,2024-03-20,20
63,2023-01-31,31
38,2024-11-07,7
5,2023-06-04,4
38,2023-02-01,1
50,2024-08-23,23
45,2024-05-15,15
81,2023-05-26,26
34,2022-02-24,24
35,2022-06-30,30
10,2024-07-10,10
65,2023-03-09,9
57,2023-08-23,23
1,2024-08-23,23
37,2023-02-02,2
63,2023-10-26,26
31,2023-10-04,4
46,2023-08-23,23
32,2024-03-07,7
3,2022-10-05,5
48,2022-03-24,24
1,2024-04-12,12
39,2021-12-16,16
16,2023-05-02,2
98,2024-09-21,21
42,2023-06-06,6
11,2024-08-23,23
33,2024-03-02,2
63,2021-12-13,13
64,2024-03-26,26
19,2023-03-03,3
83,2023-08-27,27
76,2023-11-13,13
37,2022-10-29,29
53,2022-03-24,24
62,2022-11-01,1
58,2024-12-03,3
78,2021-12-17,17
16,2023-07-07,7
70,2021-12-12,12
1,2022-04-16,16
8,2022-06-12,12
46,2024-09-12,12
69,2024-04-22,22
67,2023-03-09,9
29,2023-08-23,23
48,2023-04-25,25
79,2024-01-30,30
61,2023-01-24,24
65,2022-08-29,29
55,2023-04-14,14
21,2022-02-24,24
94,2022-07-28,28
98,2023-05-26,26
70,2023-08-23,23
54,2024-06-12,12
49,2023-04-26,26
21,2023-07-17,17
100,2022-12-25,25
68,2023-06-15,15
32,2023-04-26,26
21,2024-04-22,22
49,2024-03-25,25
39,2023-10-27,27
80,2023-07-07,7
92,2023-09-02,2
20,2024-05-05,5
61,2022-07-29,29
38,2023-12-29,29
14,2024-11-23,23
100,2022-12-03,3
33,2022-08-18,18
17,2024-05-03,3
97,2022-12-27,27
62,2023-08-27,27
48,2023-09-02,2
66,2023-08-23,23
40,2022-03-11,11
11,2024-07-14,14
78,2024-11-07,7
21,2024-05-28,28
16,2023-06-06,6
30,2023-05-26,26
81,2024-08-20,20
70,2024-04-12,12
55,2023-08-24,24
39,2024-03-20,20
47,2022-07-23,23
4,2022-10-09,9
60,2023-10-04,4
100,2023-05-01,1
28,2023-08-23,23
4,2023-04-05,5
78,2023-03-10,10
66,2023-08-11,11
29,2022-12-30,30
36,2022-08-19,19
40,2023-01-23,23
23,2024-05-05,5
8,2022-08-19,19
79,2023-07-29,29
64,2024-09-25,25
37,2023-01-12,12
52,2023-07-07,7
25,2023-02-02,2
8,2024-09-04,4
31,2023-06-20,20
6,2024-04-17,17
64,2023-08-26,26
53,2023-01-12,12
2,2022-12-27,27
50,2023-06-20,20
89,2024-07-15,15
27,2024-06-29,29
89,2023-01-31,31
23,2022-08-18,18
29,2022-12-27,27
64,2022-01-16,16
86,2024-04-17,17
40,2022-04-16,16
20,2023-06-15,15
83,2024-09-12,12
98,2021-12-12,12
34,2022-10-13,13
28,2022-02-24,24
72,2023-04-25,25
8,2022-04-20,20
56,2024-06-15,15
30,2024-10-14,14
39,2024-08-31,31
53,2024-03-19,19
39,2022-12-27,27
95,2024-11-23,23
94,2024-10-29,29
82,2024-03-19,19
76,2023-01-17,17
61,2024-04-22,22
7,2023-02-16,16
43,2023-03-16,16
11,2024-07-10,10
53,2024-03-20,20
59,2024-07-08,8
42,2022-06-30,30
56,2024-01-04,4
25,2024-04-22,22
23,2024-07-14,14
4,2024-01-22,22
17,2024-11-18,18
4,2022-11-13,13
33,2023-04-05,5
97,2023-05-29,29
22,2022-06-25,25
53,2022-06-25,25
60,2022-12-30,30
69,2023-01-12,12
59,2024-09-21,21
88,2022-06-12,12
1,2022-01-05,5
52,2024-07-18,18
53,2022-12-27,27
87,2024-04-12,12
31,2023-02-16,16
61,2024-10-14,14
24,2023-02-26,26
64,2022-07-27,27
22,2022-02-28,28
22,2022-03-24,24
32,2022-07-23,23
74,2023-01-12,12
23,2024-10-14,14
27,2022-08-11,11
63,2022-12-27,27
40,2023-08-23,23
17,2024-08-23,23
4,2024-03-20,20
56,2023-08-11,11
83,2022-04-12,12
75,2023-01-31,31
9,2023-10-10,10
11,2023-06-27,27
44,2023-08-23,23
62,2022-09-06,6
80,2022-04-12,12
17,2024-11-23,23
81,2023-05-01,1
66,2023-08-24,24
30,2023-09-02,2
41,2023-01-10,10
38,2023-06-04,4
73,2022-10-08,8
33,2023-04-26,26
13,2022-08-09,9
20,2022-08-08,8
70,2022-10-08,8
72,2024-04-17,17
94,2022-02-25,25
76,2023-09-02,2
47,2024-06-12,12
57,2022-12-25,25
87,2024-11-07,7
81,2023-02-26,26
63,2022-07-27,27
59,2022-07-19,19
69,2022-08-11,11
52,2023-04-22,22
83,2023-01-12,12
92,2022-02-15,15
24,2022-02-17,17
97,2023-04-05,5
3,2024-09-25,25
76,2023-10-05,5
46,2022-06-12,12
68,2024-01-05,5
22,2022-07-23,23
53,2022-06-25,25
93,2024-07-08,8
36,2023-03-16,16
51,2023-10-27,27
48,2024-03-20,20
68,2023-01-10,10
88,2022-08-29,29
46,2022-01-05,5
31,2023-10-27,27
45,2024-03-20,20
64,2023-07-17,17
29,2024-11-07,7
16,2024-10-14,14
29,2024-03-11,11
45,2023-02-16,16
32,2024-03-26,26
88,2022-08-16,16
89,2023-10-10,10
50,2023-02-26,26
75,2024-04-12,12
59,2022-12-27,27
19,2024-12-06,6
18,2023-04-26,26
41,2022-10-09,9
65,2022-08-09,9
4,2024-01-22,22
5,2022-10-29,29
85,2023-08-24,24
3,2022-12-28,28
23,2024-12-06,6
29,2022-01-10,10
83,2024-03-07,7
73,2023-04-14,14
31,2023-05-26,26
62,2023-07-23,23
25,2022-09-10,10
4,2022-12-28,28
26,2024-06-15,15
30,2022-05-04,4
69,2024-05-08,8
82,2023-05-29,29
83,2022-12-27,27
56,2022-12-29,29
68,2023-10-04,4
53,2022-04-12,12
17,2023-06-07,7
5,2021-12-12,12
68,2022-01-05,5
100,2023-01-10,10
97,2024-01-06,6
42,2022-10-13,13
79,2023-01-24,24
17,2023-03-16,16
6,2023-01-31,31
54,2024-06-15,15
33,2023-08-26,26
47,2024-01-27,27
56,2022-04-12,12
88,2022-04-12,12
7,2022-06-25,25
77,2022-02-25,25
69,2023-04-01,1
57,2022-12-28,28
8,2022-12-09,9
35,2023-01-24,24
4,2024-03-19,19
52,2024-09-09,9
33,2023-08-11,11
6,2024-01-04,4
83,2024-03-26,26
4,2024-03-26,26
93,2023-04-03,3
75,2023-12-29,29
16,2022-07-29,29
13,2024-07-14,14
38,2024-09-12,12
4,2024-03-20,20
23,2021-12-13,13
40,2024-08-23,23
37,2023-05-16,16
22,2023-09-30,30
92,2024-01-22,22
50,2023-04-03,3
57,2024-09-12,12
43,2023-02-01,1
51,2024-08-20,20
45,2024-01-27,27
99,2024-03-20,20
90,2023-07-23,23
28,2024-07-15,15
63,2024-07-14,14
89,2023-02-16,16
71,2023-08-23,23
30,2022-06-12,12
39,2024-02-26,26
21,2024-05-08,8
32,2022-02-28,28
21,2022-02-24,24
56,2023-04-26,26
18,2023-07-23,23
67,2023-02-02,2
39,2024-05-02,2
25,2022-06-25,25
6,2023-09-30,30
40,2024-03-02,2
27,2023-08-27,27
51,2022-12-03,3
23,2023-07-23,23
50,2024-06-29,29
94,2022-02-24,24
43,2023-09-30,30
69,2022-04-19,19
1,2022-06-12,12
88,2023-09-02,2
76,2022-09-06,6
66,2023-10-05,5
50,2023-03-04,4
27,2024-08-23,23
83,2022-07-29,29
21,2024-08-12,12
96,2022-07-19,19
45,2023-10-21,21
56,2022-12-27,27
92,2023-12-06,6
24,2024-04-12,12
6,2024-07-06,6
6,2023-04-03,3
97,2023-04-25,25
16,2022-04-12,12
50,2023-03-16,16
1,2023-06-06,6
14,2024-01-20,20
68,2023-03-09,9
29,2023-07-29,29
89,2022-06-12,12
34,2022-02-28,28
63,2024-09-04,4
41,2022-12-30,30
96,2024-05-02,2
64,2024-01-30,30
55,2023-01-24,24
61,2023-03-09,9
80,2023-11-25,25
44,2022-02-17,17
75,2022-12-04,4
83,2022-05-04,4
94,2024-09-25,25
64,2024-10-29,29
51,2023-01-23,23
68,2024-05-04,4
13,2022-08-11,11
87,2023-10-04,4
91,2023-11-20,20
5,2023-09-02,2
58,2022-09-28,28
96,2023-01-23,23
2,2022-08-19,19
16,2023-10-21,21
92,2023-07-29,29
71,2022-04-20,20
83,2022-08-16,16
36,2022-09-28,28
15,2022-08-11,11
11,2024-01-06,6
73,2022-07-29,29
69,2024-08-31,31
75,2022-12-27,27
50,2022-02-21,21
57,2022-07-27,27
80,2022-10-09,9
1,2023-03-03,3
55,2023-09-02,2
29,2023-12-06,6
17,2024-03-25,25
22,2022-06-30,30
80,2022-08-18,18
67,2023-08-26,26
48,2022-11-13,13
49,2023-04-22,22
42,2024-03-20,20
15,2024-03-11,11
59,2024-09-21,21
14,2022-10-14,14
1,2022-12-03,3
13,2023-06-07,7
7,2022-09-28,28
42,2022-02-25,25
92,2021-12-13,13
33,2023-08-24,24
28,2023-07-29,29
35,2024-07-15,15
11,2024-11-18,18
86,2024-05-05,5
49,2023-04-26,26
73,2024-07-08,8
54,2024-11-18,18
83,2022-07-27,27
55,2023-01-12,12
41,2023-04-26,26
92,2022-11-13,13
5,2023-11-25,25
8,2023-09-30,30
35,2023-04-05,5
39,2023-02-16,16
85,2023-08-23,23
78,2024-07-06,6
100,2024-06-29,29
1,2023-03-09,9
58,2022-02-25,25
84,2023-04-22,22
3,2023-08-11,11
1,2023-03-10,10
45,2023-04-03,3
44,2022-09-06,6
22,2023-06-07,7
37,2022-07-19,19
43,2023-10-10,10
36,2023-08-26,26
90,2023-04-21,21
47,2022-12-25,25
93,2022-07-29,29
66,2023-10-10,10
56,2023-12-06,6
68,2022-01-05,5
30,2024-08-20,20
92,2024-01-22,22
25,2022-08-19,19
100,2024-12-03,3
18,2023-06-20,20
39,2023-08-11,11
72,2023-04-03,3
98,2023-06-27,27
92,2024-03-20,20
41,2022-03-24,24
93,2024-03-25,25
76,2022-08-11,11
95,2022-06-12,12
52,2022-04-12,12
6,2023-08-11,11
83,2023-10-05,5
38,2023-06-07,7
34,2024-05-15,15
30,2022-02-24,24
26,2022-04-20,20
80,2024-08-13,13
86,2022-05-04,4
17,2023-02-16,16
11,2023-08-26,26
46,2024-03-19,19
32,2023-04-14,14
34,2023-10-21,21
34,2023-01-23,23
71,2023-10-10,10
33,2022-09-06,6
78,2024-03-02,2
12,2024-07-08,8
75,2023-01-23,23
48,2024-11-07,7
82,2024-05-04,4
52,2022-08-18,18
98,2023-05-01,1
43,2021-12-13,13
3,2022-09-28,28
77,2024-03-11,11
82,2023-01-12,12
68,2024-03-11,11
53,2022-11-02,2
32,2023-07-29,29
40,2022-06-30,30
65,2022-04-12,12
53,2024-08-23,23
25,2023-02-02,2
46,2023-01-31,31
92,2022-04-12,12
92,2024-01-22,22
46,2024-04-17,17
99,2023-09-30,30
72,2022-10-05,5
38,2023-07-29,29
27,2024-05-28,28
80,2022-08-18,18
36,2022-02-17,17
59,2023-09-09,9
28,2024-08-12,12
81,2024-09-21,21
40,2023-11-20,20
65,2024-07-10,10
77,2023-04-25,25
6,2022-08-19,19
52,2022-04-12,12
96,2022-02-25,25
57,2022-07-23,23
99,2022-07-20,20
81,2022-10-13,13
87,2023-03-09,9
1,2022-07-28,28
89,2022-08-18,18
5,2022-08-11,11
68,2023-01-27,27
81,2022-11-02,2
18,2023-01-31,31
37,2022-03-24,24
68,2023-10-10,10
90,2022-08-08,8
18,2024-06-15,15
29,2024-03-26,26
15,2023-09-02,2
25,2021-12-16,16
35,2022-10-13,13
10,2022-10-09,9
30,2022-10-05,5
36,2024-07-15,15
65,2024-01-05,5
63,2023-08-31,31
86,2024-05-05,5
100,2022-08-08,8
7,2024-07-18,18
6,2022-09-28,28
9,2022-12-29,29
15,2023-04-05,5
100,2022-04-20,20
42,2023-02-16,16
46,2023-07-24,24
47,2023-10-27,27
78,2022-09-06,6
55,2023-06-20,20
100,2022-01-16,16
80,2023-08-26,26
89,2024-07-10,10
96,2023-04-03,3
75,2022-10-29,29
85,2022-06-12,12
51,2023-04-25,25
65,2022-10-08,8
49,2024-08-13,13
31,2023-03-04,4
24,2023-01-22,22
64,2022-03-07,7
53,2023-11-25,25
27,2022-10-29,29
86,2024-07-06,6
37,2022-02-24,24
37,2022-07-26,26
11,2024-11-07,7
98,2023-03-03,3
96,2022-07-20,20
33,2023-01-31,31
23,2022-10-14,14
44,2023-08-27,27
68,2023-07-29,29
1,2024-02-26,26
58,2023-10-04,4
91,2023-12-29,29
73,2023-02-02,2
51,2022-07-19,19
14,2023-09-02,2
73,2023-08-23,23
53,2023-02-01,1
78,2022-12-29,29
5,2022-02-15,15
41,2024-03-20,20
67,2024-05-02,2
39,2023-01-27,27
93,2023-01-17,17
27,2024-05-08,8
14,2022-07-20,20
6,2023-07-29,29
71,2024-12-06,6
35,2022-10-13,13
8,2023-04-25,25
38,2024-08-13,13
30,2022-08-29,29
35,2023-09-02,2
10,2022-06-25,25
91,2024-06-15,15
39,2024-01-05,5
34,2023-04-22,22
76,2023-01-27,27
3,2024-07-10,10
25,2022-08-16,16
26,2023-01-23,23
73,2022-01-10,10
50,2022-02-17,17
10,2024-06-12,12
85,2024-05-08,8
66,2024-11-07,7
28,2022-07-20,20
43,2024-01-04,4
54,2024-01-20,20
23,2024-07-06,6
82,2022-06-30,30
67,2024-03-20,20
27,2024-01-05,5
3,2024-01-05,5
9,2022-08-11,11
60,2023-06-04,4
49,2023-08-24,24
78,2023-08-27,27
86,2024-05-03,3
53,2022-03-07,7
97,2023-06-15,15
5,2022-07-19,19
88,2022-01-16,16
78,2022-09-28,28
97,2022-08-11,11
67,2022-12-03,3
46,2023-09-02,2
64,2023-06-06,6
33,2024-01-06,6
21,2024-07-14,14
37,2022-06-25,25
49,2023-08-23,23
56,2023-04-03,3
57,2022-12-25,25
92,2021-12-12,12
56,2023-02-16,16
14,2023-01-31,31
21,2022-12-27,27
52,2022-12-03,3
39,2022-07-26,26
75,2024-01-22,22
95,2024-09-04,4
87,2024-09-09,9
24,2023-02-16,16
78,2024-07-14,14
45,2023-02-01,1
67,2024-02-26,26
8,2024-01-27,27
75,2023-04-22,22
69,2023-07-24,24
55,2022-10-29,29
26,2022-02-24,24
64,2023-08-26,26
10,2021-12-16,16
81,2023-05-26,26
88,2024-09-25,25
71,2023-08-26,26
64,2023-01-10,10
19,2023-07-24,24
33,2022-08-18,18
98,2021-12-13,13
80,2022-12-29,29
78,2024-03-26,26
85,2023-04-26,26
73,2023-08-24,24
15,2022-04-12,12
98,2024-03-25,25
17,2024-08-31,31
88,2022-07-29,29
37,2023-11-11,11
12,2023-09-02,2
17,2024-04-12,12
47,2023-08-23,23
16,2022-07-29,29
26,2023-08-23,23
87,2023-12-29,29
79,2024-03-11,11
44,2024-12-06,6
73,2024-05-15,15
73,2022-06-23,23
5,2024-08-31,31
62,2023-10-27,27
85,2023-04-05,5
46,2022-03-24,24
54,2022-12-29,29
63,2022-12-30,30
90,2024-05-28,28
95,2024-11-30,30
21,2023-04-26,26
55,2022-12-28,28
43,2022-04-12,12
31,2023-06-04,4
70,2023-06-27,27
60,2023-07-17,17
77,2023-04-03,3
16,2024-09-12,12
99,2024-08-31,31
71,2023-03-09,9
83,2023-02-26,26
55,2024-04-12,12
52,2024-03-20,20
88,2024-03-20,20
62,2023-04-21,21
7,2023-12-06,6
26,2023-11-13,13
81,2023-06-04,4
51,2024-03-30,30
25,2023-08-23,23
29,2022-03-07,7
59,2023-07-17,17
62,2024-05-02,2
51,2023-04-05,5
19,2023-01-27,27
39,2023-06-04,4
37,2024-03-02,2
72,2024-03-20,20
39,2022-10-14,14
76,2023-07-17,17
18,2022-08-08,8
23,2023-01-23,23
28,2024-03-07,7
8,2023-06-06,6
88,2022-03-11,11
2,2022-01-10,10
91,2024-05-05,5
19,2024-02-26,26
52,2024-03-19,19
40,2024-12-03,3
21,2023-04-25,25
67,2024-03-11,11
72,2022-09-28,28
94,2022-10-14,14
36,2023-07-07,7
32,2023-08-23,23
2,2023-01-17,17
15,2024-07-08,8
42,2023-07-17,17
93,2023-02-02,2
17,2024-06-15,15
25,2022-12-27,27
65,2024-03-20,20
4,2024-01-20,20
1,2024-12-06,6
66,2024-07-14,14
48,2024-08-23,23
18,2022-04-12,12
73,2022-03-07,7
91,2022-10-08,8
81,2024-03-11,11
66,2023-02-02,2
27,2024-09-21,21
51,2023-10-26,26
77,2023-05-02,2
75,2024-01-30,30
28,2024-03-25,25
52,2022-01-16,16
25,2023-01-17,17
92,2024-09-11,11
93,2024-05-08,8
2,2023-04-05,5
13,2022-04-19,19
57,2023-07-23,23
23,2022-09-10,10
78,2022-04-16,16
86,2023-08-24,24
48,2023-07-24,24
30,2023-10-27,27
17,2023-09-09,9
19,2023-03-10,10
2,2024-06-29,29
56,2023-03-10,10
6,2023-01-23,23
87,2022-03-11,11
47,2022-10-05,5
92,2022-10-14,14
18,2022-08-29,29
30,2024-05-05,5
21,2022-02-21,21
64,2023-07-17,17
86,2023-02-02,2
39,2022-04-20,20
70,2023-06-27,27
95,2023-02-16,16
77,2022-07-29,29
26,2022-04-16,16
57,2022-11-02,2
13,2023-05-16,16
68,2024-05-04,4
23,2023-02-26,26
23,2023-07-29,29
6,2023-04-21,21
66,2022-12-27,27
57,2024-03-02,2
77,2023-01-22,22
94,2023-11-13,13
79,2024-03-20,20
96,2023-03-03,3
20,2021-12-17,17
54,2023-03-04,4
97,2023-05-26,26
70,2024-07-15,15
64,2022-07-23,23
31,2022-11-13,13
84,2022-11-13,13
81,2023-09-02,2
70,2024-11-30,30
24,2024-08-23,23
49,2022-07-27,27
46,2023-09-30,30
80,2024-11-07,7
31,2024-04-17,17
66,2023-10-10,10
45,2023-01-24,24
45,2022-10-08,8
50,2024-09-25,25
50,2022-08-11,11
73,2022-12-09,9
84,2022-10-14,14
43,2022-02-21,21
17,2021-12-13,13
85,2023-04-21,21
17,2023-06-20,20
22,2023-03-16,16
42,2024-02-26,26
71,2024-04-22,22
82,2022-02-28,28
37,2023-01-17,17
27,2022-07-23,23
54,2024-03-11,11
30,2022-06-12,12
59,2022-07-26,26
40,2023-12-29,29
4,2023-06-27,27
82,2022-04-16,16
37,2022-08-18,18
35,2023-04-26,26
34,2022-07-23,23
64,2024-03-07,7
47,2023-08-23,23
99,2024-01-27,27
54,2024-04-22,22
23,2022-12-27,27
93,2022-06-30,30
53,2024-11-07,7
29,2023-06-06,6
11,2024-05-08,8
58,2022-12-27,27
21,2023-08-24,24
43,2024-10-14,14
36,2024-10-29,29
72,2024-01-06,6
47,2023-07-24,24
94,2022-08-09,9
20,2022-02-11,11
83,2023-07-29,29
65,2022-01-16,16
44,2022-03-07,7
74,2022-12-09,9
29,2023-09-30,30
46,2023-09-30,30
48,2022-07-29,29
96,2023-07-29,29
86,2022-08-19,19
60,2022-02-11,11
31,2023-01-27,27
80,2024-05-05,5
83,2024-08-12,12
82,2022-04-12,12
58,2021-12-13,13
64,2023-02-26,26
13,2023-01-17,17
88,2023-04-26,26
71,2022-02-25,25
20,2022-06-25,25
49,2024-03-26,26
88,2024-03-30,30
79,2023-07-29,29
22,2023-10-21,21
19,2024-04-12,12
95,2022-06-24,24
89,2023-07-23,23
29,2022-07-19,19
6,2023-08-24,24
39,2022-12-28,28
66,2023-04-26,26
74,2023-01-10,10
46,2023-10-21,21
89,2023-09-30,30
69,2024-08-31,31
43,2024-07-10,10
32,2024-01-30,30
79,2022-05-04,4
8,2022-12-03,3
29,2022-06-12,12
5,2022-03-24,24
19,2022-09-06,6
28,2023-09-02,2
48,2022-08-09,9
98,2021-12-16,16
73,2024-09-25,25
69,2023-11-13,13
28,2023-08-24,24
82,2022-04-16,16
90,2022-07-28,28
56,2024-05-05,5
46,2024-04-12,12
92,2024-11-18,18
39,2022-02-17,17
77,2024-04-22,22
89,2023-01-10,10
68,2024-08-12,12
96,2023-10-21,21
5,2023-04-03,3
96,2023-02-02,2
18,2022-03-11,11
23,2022-08-18,18
91,2023-01-17,17
25,2024-01-06,6
78,2022-12-29,29
99,2024-01-30,30
82,2023-05-26,26
31,2024-06-15,15
20,2023-05-26,26
44,2024-05-05,5
28,2024-04-12,12
16,2024-07-10,10
12,2023-07-23,23
61,2023-04-25,25
14,2022-06-23,23
92,2023-11-13,13
20,2024-08-12,12
49,2022-04-16,16
96,2024-07-18,18
45,2022-09-10,10
47,2024-07-14,14
10,2023-04-26,26
39,2024-05-28,28
58,2024-01-06,6
79,2023-06-07,7
80,2022-08-29,29
1,2022-08-19,19
18,2022-10-09,9
48,2024-11-30,30
47,2024-01-05,5
51,2024-05-28,28
95,2023-04-05,5
87,2023-11-13,13
82,2024-12-03,3
73,2023-09-02,2
52,2024-05-04,4
83,2023-08-11,11
61,2022-07-28,28
98,2023-01-12,12
72,2021-12-12,12
22,2024-03-07,7
45,2024-12-03,3
70,2023-04-21,21
37,2023-03-16,16
30,2022-09-06,6
91,2024-07-14,14
26,2023-07-23,23
36,2023-02-16,16
65,2022-08-18,18
86,2022-07-27,27
26,2022-03-24,24
56,2024-03-26,26
20,2022-05-04,4
46,2022-11-01,1
40,2023-03-10,10
96,2023-07-29,29
73,2023-02-16,16
41,2022-10-05,5
9,2023-10-05,5
53,2024-11-07,7
92,2024-01-04,4
44,2024-05-08,8
84,2021-12-17,17
57,2022-06-12,12
79,2023-02-26,26
100,2024-05-05,5
72,2022-12-25,25
72,2022-04-16,16
19,2024-05-08,8
37,2022-06-30,30
91,2023-02-16,16
92,2024-06-15,15
56,2024-08-13,13
30,2022-03-07,7
66,2022-01-05,5
80,2023-07-07,7
33,2022-08-11,11
41,2023-03-04,4
41,2022-03-07,7
46,2022-07-19,19
79,2024-07-15,15
85,2024-05-15,15
5,2023-03-03,3
94,2024-08-20,20
59,2022-12-03,3
65,2024-03-26,26
67,2022-08-11,11
56,2023-11-25,25
24,2024-06-12,12
33,2022-12-09,9
22,2022-11-13,13
52,2024-12-03,3
22,2023-05-29,29
12,2023-05-01,1
7,2023-05-01,1
31,2022-12-28,28
42,2023-03-04,4
4,2024-09-25,25
80,2023-04-05,5
37,2023-11-13,13
71,2023-10-05,5
33,2024-09-04,4
67,2024-07-14,14
35,2023-02-02,2
79,2023-08-23,23
90,2023-03-03,3
56,2023-10-27,27
68,2024-09-04,4
16,2024-03-25,25
54,2024-08-31,31
55,2022-11-01,1
74,2023-07-17,17
57,2022-09-28,28
74,2023-01-31,31
98,2022-03-24,24
43,2022-10-14,14
81,2022-07-20,20
22,2024-09-04,4
49,2022-09-06,6
100,2024-03-11,11
2,2022-06-30,30
63,2024-03-19,19
80,2023-11-11,11
32,2022-10-29,29
91,2024-04-12,12
72,2024-09-11,11
82,2024-08-13,13
89,2024-03-20,20
88,2022-12-03,3
10,2023-04-21,21
73,2023-09-02,2
59,2022-01-05,5
84,2023-06-15,15
83,2023-07-24,24
28,2023-02-16,16
23,2022-10-08,8
51,2023-11-13,13
19,2023-07-24,24
47,2022-01-16,16
42,2023-08-23,23
25,2023-01-12,12
46,2023-11-25,25
73,2023-06-04,4
58,2023-04-01,1
45,2024-01-05,5
4,2024-05-15,15
1,2024-05-03,3
68,2023-08-23,23
79,2022-04-12,12
49,2024-06-29,29
47,2024-01-22,22
38,2022-04-16,16
44,2023-01-10,10
60,2023-02-26,26
32,2023-02-01,1
18,2022-10-13,13
94,2023-10-21,21
6,2021-12-17,17
30,2023-05-01,1
11,2024-09-25,25
56,2022-12-03,3
58,2024-06-12,12
17,2024-11-07,7
9,2023-01-23,23
98,2023-04-05,5
45,2021-12-17,17
94,2023-10-04,4
66,2023-03-04,4
49,2024-11-30,30
30,2023-06-04,4
62,2022-06-24,24
82,2024-03-19,19
32,2024-07-06,6
6,2024-12-06,6
98,2022-06-23,23
65,2024-01-27,27
89,2023-01-23,23
20,2023-12-29,29
42,2024-07-14,14
57,2022-06-12,12
67,2023-01-17,17
3,2023-11-11,11
39,2023-07-29,29
45,2024-09-12,12
22,2024-05-03,3
12,2024-05-03,3
5,2023-09-02,2
68,2023-04-05,5
89,2024-05-08,8
39,2024-09-04,4
58,2022-06-12,12
10,2022-02-15,15
62,2024-05-28,28
12,2024-09-11,11
86,2024-06-29,29
96,2023-01-31,31
94,2022-06-12,12
40,2022-06-25,25
23,2023-10-26,26
13,2024-05-28,28
86,2022-03-07,7
60,2023-02-01,1
15,2024-11-07,7
19,2024-10-29,29
13,2024-08-12,12
50,2022-01-05,5
100,2022-04-19,19
55,2022-06-30,30
33,2024-03-07,7
